Deduped.author.names,Author.Keywords,Year
"Brooks, M.",Event Detection,2015
"Amershi, S.",Media Analysis,2015
"Amershi, S.",Time Series Analysis,2015
"Amershi, S.",Event Detection,2015
Bongshin Lee,Media Analysis,2015
Bongshin Lee,Time Series Analysis,2015
Bongshin Lee,Event Detection,2015
"Drucker, S.",Media Analysis,2015
"Drucker, S.",Time Series Analysis,2015
"Drucker, S.",Event Detection,2015
"Kapoor, A.",Media Analysis,2015
"Kapoor, A.",Time Series Analysis,2015
"Kapoor, A.",Event Detection,2015
"Simard, P.",Media Analysis,2015
"Simard, P.",Time Series Analysis,2015
"Simard, P.",Event Detection,2015
Haeyong Chung,Media Analysis,2015
Haeyong Chung,Time Series Analysis,2015
Haeyong Chung,Event Detection,2015
"North, C.",Media Analysis,2015
"North, C.",Time Series Analysis,2015
"North, C.",Event Detection,2015
"Joshi, S.H.",Media Analysis,2015
"Joshi, S.H.",Time Series Analysis,2015
"Joshi, S.H.",Event Detection,2015
Jian Chen,Media Analysis,2015
Jian Chen,Time Series Analysis,2015
Jian Chen,Event Detection,2015
Quan Li,frame rate data,2015
Quan Li,game performance evaluation,2015
Quan Li,visual analytics,2015
Peng Xu,frame rate data,2015
Peng Xu,game performance evaluation,2015
Peng Xu,visual analytics,2015
Huamin Qu,frame rate data,2015
Huamin Qu,game performance evaluation,2015
Huamin Qu,visual analytics,2015
"Bryan, C.",Predictive Modeling,2015
"Bryan, C.",Visual Analytics,2015
"Bryan, C.",Epidemic Visualization,2015
"Bryan, C.",Spatial-Temporal Systems,2015
Xue Wu,Predictive Modeling,2015
Xue Wu,Visual Analytics,2015
Xue Wu,Epidemic Visualization,2015
Xue Wu,Spatial-Temporal Systems,2015
"Mniszewski, S.",Predictive Modeling,2015
"Mniszewski, S.",Visual Analytics,2015
"Mniszewski, S.",Epidemic Visualization,2015
"Mniszewski, S.",Spatial-Temporal Systems,2015
Kwan-Liu Ma,Predictive Modeling,2015
Kwan-Liu Ma,Visual Analytics,2015
Kwan-Liu Ma,Epidemic Visualization,2015
Kwan-Liu Ma,Spatial-Temporal Systems,2015
Siming Chen,Spatial temporal visual analytics,2015
Siming Chen,Geo-tagged social media,2015
Siming Chen,Sparsely sampling,2015
Siming Chen,Uncertainty,2015
Siming Chen,Movement,2015
Xiaoru Yuan,Spatial temporal visual analytics,2015
Xiaoru Yuan,Geo-tagged social media,2015
Xiaoru Yuan,Sparsely sampling,2015
Xiaoru Yuan,Uncertainty,2015
Xiaoru Yuan,Movement,2015
Zhenhuang Wang,Spatial temporal visual analytics,2015
Zhenhuang Wang,Geo-tagged social media,2015
Zhenhuang Wang,Sparsely sampling,2015
Zhenhuang Wang,Uncertainty,2015
Zhenhuang Wang,Movement,2015
Cong Guo,Spatial temporal visual analytics,2015
Cong Guo,Geo-tagged social media,2015
Cong Guo,Sparsely sampling,2015
Cong Guo,Uncertainty,2015
Cong Guo,Movement,2015
Jie Liang,Spatial temporal visual analytics,2015
Jie Liang,Geo-tagged social media,2015
Jie Liang,Sparsely sampling,2015
Jie Liang,Uncertainty,2015
Jie Liang,Movement,2015
Zuchao Wang,Spatial temporal visual analytics,2015
Zuchao Wang,Geo-tagged social media,2015
Zuchao Wang,Sparsely sampling,2015
Zuchao Wang,Uncertainty,2015
Zuchao Wang,Movement,2015
Xiaolong Zhang,Spatial temporal visual analytics,2015
Xiaolong Zhang,Geo-tagged social media,2015
Xiaolong Zhang,Sparsely sampling,2015
Xiaolong Zhang,Uncertainty,2015
Xiaolong Zhang,Movement,2015
Jiawan Zhang,Spatial temporal visual analytics,2015
Jiawan Zhang,Geo-tagged social media,2015
Jiawan Zhang,Sparsely sampling,2015
Jiawan Zhang,Uncertainty,2015
Jiawan Zhang,Movement,2015
"JÃ¤nicke, S.",visual analytics,2015
"JÃ¤nicke, S.",profiling system,2015
"JÃ¤nicke, S.",musicians database visualization,2015
"JÃ¤nicke, S.",digital humanities,2015
"JÃ¤nicke, S.",musicology,2015
"Focht, J.",visual analytics,2015
"Focht, J.",profiling system,2015
"Focht, J.",musicians database visualization,2015
"Focht, J.",digital humanities,2015
"Focht, J.",musicology,2015
"Scheuermann, G.",visual analytics,2015
"Scheuermann, G.",profiling system,2015
"Scheuermann, G.",musicians database visualization,2015
"Scheuermann, G.",digital humanities,2015
"Scheuermann, G.",musicology,2015
"Splechtna, R.",Interactive Visual Analysis,2015
"Splechtna, R.",Simulation-Ensemble Steering,2015
"Splechtna, R.",Multi-resolution simulation,2015
"Matkovic, K.",Interactive Visual Analysis,2015
"Matkovic, K.",Simulation-Ensemble Steering,2015
"Matkovic, K.",Multi-resolution simulation,2015
"Gracanin, D.",Interactive Visual Analysis,2015
"Gracanin, D.",Simulation-Ensemble Steering,2015
"Gracanin, D.",Multi-resolution simulation,2015
"Jelovic, M.",Interactive Visual Analysis,2015
"Jelovic, M.",Simulation-Ensemble Steering,2015
"Jelovic, M.",Multi-resolution simulation,2015
"Hauser, H.",Interactive Visual Analysis,2015
"Hauser, H.",Simulation-Ensemble Steering,2015
"Hauser, H.",Multi-resolution simulation,2015
Hannah Kim,Scatterplots,2015
Hannah Kim,user interaction,2015
Hannah Kim,model steering,2015
Jaegul Choo,Scatterplots,2015
Jaegul Choo,user interaction,2015
Jaegul Choo,model steering,2015
Haesun Park,Scatterplots,2015
Haesun Park,user interaction,2015
Haesun Park,model steering,2015
"Endert, A.",Scatterplots,2015
"Endert, A.",user interaction,2015
"Endert, A.",model steering,2015
Yu Liang,Smart card data,2015
Yu Liang,origin-destination (OD),2015
Yu Liang,spatiotemporal visualization,2015
Yu Liang,clustering,2015
Yu Liang,machine learning,2015
Wei Wu,Smart card data,2015
Wei Wu,origin-destination (OD),2015
Wei Wu,spatiotemporal visualization,2015
Wei Wu,clustering,2015
Wei Wu,machine learning,2015
Xiaohui Li,Smart card data,2015
Xiaohui Li,origin-destination (OD),2015
Xiaohui Li,spatiotemporal visualization,2015
Xiaohui Li,clustering,2015
Xiaohui Li,machine learning,2015
Guangxia Li,Smart card data,2015
Guangxia Li,origin-destination (OD),2015
Guangxia Li,spatiotemporal visualization,2015
Guangxia Li,clustering,2015
Guangxia Li,machine learning,2015
Wee Siong Ng,Smart card data,2015
Wee Siong Ng,origin-destination (OD),2015
Wee Siong Ng,spatiotemporal visualization,2015
Wee Siong Ng,clustering,2015
Wee Siong Ng,machine learning,2015
See-Kiong Ng,Smart card data,2015
See-Kiong Ng,origin-destination (OD),2015
See-Kiong Ng,spatiotemporal visualization,2015
See-Kiong Ng,clustering,2015
See-Kiong Ng,machine learning,2015
Zhongwen Huang,Smart card data,2015
Zhongwen Huang,origin-destination (OD),2015
Zhongwen Huang,spatiotemporal visualization,2015
Zhongwen Huang,clustering,2015
Zhongwen Huang,machine learning,2015
"Arunan, A.",Smart card data,2015
"Arunan, A.",origin-destination (OD),2015
"Arunan, A.",spatiotemporal visualization,2015
"Arunan, A.",clustering,2015
"Arunan, A.",machine learning,2015
Hui Min Watt,Smart card data,2015
Hui Min Watt,origin-destination (OD),2015
Hui Min Watt,spatiotemporal visualization,2015
Hui Min Watt,clustering,2015
Hui Min Watt,machine learning,2015
"Sorger, J.",Integrating Spatial and Non-Spatial Data Visualization,2015
"Sorger, J.",Visualization in Physical Sciences and Engineering,2015
"Sorger, J.",Coordinated and Multiple Views,2015
"Sorger, J.",Visual Knowledge Discovery,2015
"Ortner, T.",Integrating Spatial and Non-Spatial Data Visualization,2015
"Ortner, T.",Visualization in Physical Sciences and Engineering,2015
"Ortner, T.",Coordinated and Multiple Views,2015
"Ortner, T.",Visual Knowledge Discovery,2015
"Luksch, C.",Integrating Spatial and Non-Spatial Data Visualization,2015
"Luksch, C.",Visualization in Physical Sciences and Engineering,2015
"Luksch, C.",Coordinated and Multiple Views,2015
"Luksch, C.",Visual Knowledge Discovery,2015
"SchwÃ¤rzler, M.",Integrating Spatial and Non-Spatial Data Visualization,2015
"SchwÃ¤rzler, M.",Visualization in Physical Sciences and Engineering,2015
"SchwÃ¤rzler, M.",Coordinated and Multiple Views,2015
"SchwÃ¤rzler, M.",Visual Knowledge Discovery,2015
"Groller, E.",Integrating Spatial and Non-Spatial Data Visualization,2015
"Groller, E.",Visualization in Physical Sciences and Engineering,2015
"Groller, E.",Coordinated and Multiple Views,2015
"Groller, E.",Visual Knowledge Discovery,2015
"Piringer, H.",Integrating Spatial and Non-Spatial Data Visualization,2015
"Piringer, H.",Visualization in Physical Sciences and Engineering,2015
"Piringer, H.",Coordinated and Multiple Views,2015
"Piringer, H.",Visual Knowledge Discovery,2015
"Cook, K.A.",mixed-initiative visual analytics,2015
"Cook, K.A.",task modeling,2015
"Cook, K.A.",recommender systems,2015
"Cook, K.A.",sensemaking,2015
"Cramer, N.",mixed-initiative visual analytics,2015
"Cramer, N.",task modeling,2015
"Cramer, N.",recommender systems,2015
"Cramer, N.",sensemaking,2015
"Israel, D.",mixed-initiative visual analytics,2015
"Israel, D.",task modeling,2015
"Israel, D.",recommender systems,2015
"Israel, D.",sensemaking,2015
"Wolverton, M.",mixed-initiative visual analytics,2015
"Wolverton, M.",task modeling,2015
"Wolverton, M.",recommender systems,2015
"Wolverton, M.",sensemaking,2015
"Bruce, J.",mixed-initiative visual analytics,2015
"Bruce, J.",task modeling,2015
"Bruce, J.",recommender systems,2015
"Bruce, J.",sensemaking,2015
"Burtner, R.",mixed-initiative visual analytics,2015
"Burtner, R.",task modeling,2015
"Burtner, R.",recommender systems,2015
"Burtner, R.",sensemaking,2015
"Endert, A.",mixed-initiative visual analytics,2015
"Endert, A.",task modeling,2015
"Endert, A.",recommender systems,2015
"Endert, A.",sensemaking,2015
"von Landesberger, T.",Visual analytics,2015
"von Landesberger, T.",movement data,2015
"von Landesberger, T.",networks,2015
"von Landesberger, T.",graphs,2015
"von Landesberger, T.",temporal aggregation,2015
"von Landesberger, T.",spatial aggregation,2015
"von Landesberger, T.",flows,2015
"von Landesberger, T.",clustering,2015
"Brodkorb, F.",Visual analytics,2015
"Brodkorb, F.",movement data,2015
"Brodkorb, F.",networks,2015
"Brodkorb, F.",graphs,2015
"Brodkorb, F.",temporal aggregation,2015
"Brodkorb, F.",spatial aggregation,2015
"Brodkorb, F.",flows,2015
"Brodkorb, F.",clustering,2015
"Roskosch, P.",Visual analytics,2015
"Roskosch, P.",movement data,2015
"Roskosch, P.",networks,2015
"Roskosch, P.",graphs,2015
"Roskosch, P.",temporal aggregation,2015
"Roskosch, P.",spatial aggregation,2015
"Roskosch, P.",flows,2015
"Roskosch, P.",clustering,2015
"Andrienko, N.",Visual analytics,2015
"Andrienko, N.",movement data,2015
"Andrienko, N.",networks,2015
"Andrienko, N.",graphs,2015
"Andrienko, N.",temporal aggregation,2015
"Andrienko, N.",spatial aggregation,2015
"Andrienko, N.",flows,2015
"Andrienko, N.",clustering,2015
"Andrienko, G.",Visual analytics,2015
"Andrienko, G.",movement data,2015
"Andrienko, G.",networks,2015
"Andrienko, G.",graphs,2015
"Andrienko, G.",temporal aggregation,2015
"Andrienko, G.",spatial aggregation,2015
"Andrienko, G.",flows,2015
"Andrienko, G.",clustering,2015
"Kerren, A.",Visual analytics,2015
"Kerren, A.",movement data,2015
"Kerren, A.",networks,2015
"Kerren, A.",graphs,2015
"Kerren, A.",temporal aggregation,2015
"Kerren, A.",spatial aggregation,2015
"Kerren, A.",flows,2015
"Kerren, A.",clustering,2015
Sujin Jang,Human motion visualization,2015
Sujin Jang,interactive clustering,2015
Sujin Jang,motion tracking data,2015
Sujin Jang,expert reviews,2015
Sujin Jang,user study,2015
"Elmqvist, N.",Human motion visualization,2015
"Elmqvist, N.",interactive clustering,2015
"Elmqvist, N.",motion tracking data,2015
"Elmqvist, N.",expert reviews,2015
"Elmqvist, N.",user study,2015
"Ramani, K.",Human motion visualization,2015
"Ramani, K.",interactive clustering,2015
"Ramani, K.",motion tracking data,2015
"Ramani, K.",expert reviews,2015
"Ramani, K.",user study,2015
"Glueck, M.",Clinical diagnosis,2015
"Glueck, M.",differential hierarchy comparison,2015
"Glueck, M.",ontology,2015
"Glueck, M.",genomics,2015
"Glueck, M.",phenomics,2015
"Glueck, M.",phenotype,2015
"Hamilton, P.",Clinical diagnosis,2015
"Hamilton, P.",differential hierarchy comparison,2015
"Hamilton, P.",ontology,2015
"Hamilton, P.",genomics,2015
"Hamilton, P.",phenomics,2015
"Hamilton, P.",phenotype,2015
"Chevalier, F.",Clinical diagnosis,2015
"Chevalier, F.",differential hierarchy comparison,2015
"Chevalier, F.",ontology,2015
"Chevalier, F.",genomics,2015
"Chevalier, F.",phenomics,2015
"Chevalier, F.",phenotype,2015
"Breslav, S.",Clinical diagnosis,2015
"Breslav, S.",differential hierarchy comparison,2015
